,"(('bel', 'demand_el'), 'flow')","(('bel', 'excess_el'), 'flow')","(('pp_coal', 'bel'), 'flow')","(('pp_gas', 'bel'), 'flow')","(('pp_oil', 'bel'), 'flow')","(('pv', 'bel'), 'flow')","(('shortage_el', 'bel'), 'flow')"
2022-01-01 00:00:00,18397866.39340403,0.0,0.0,0.0,18397866.0,0.0,0.0
2022-01-01 01:00:00,16696509.433869574,0.0,0.0,0.0,16696509.0,0.0,0.0
2022-01-01 02:00:00,16392058.8111063,0.0,0.0,0.0,16392059.0,0.0,0.0
2022-01-01 03:00:00,16279357.898254508,0.0,0.0,0.0,16279358.0,0.0,0.0
2022-01-01 04:00:00,19893550.09593864,0.0,0.0,0.0,19893550.0,0.0,0.0
2022-01-01 05:00:00,27654144.96442136,0.0,0.0,0.0,27654145.0,0.0,0.0
2022-01-01 06:00:00,36754646.287490174,0.0,0.0,0.0,36754271.0,375.30956799999996,0.0
2022-01-01 07:00:00,33807203.474476114,0.0,0.0,0.0,33798331.0,8872.756736,0.0
2022-01-01 08:00:00,26717156.236697603,0.0,0.0,0.0,26698759.0,18397.691391999997,0.0
2022-01-01 09:00:00,21606428.62743001,0.0,0.0,0.0,21570754.0,35674.300672,0.0
2022-01-01 10:00:00,16236662.441716632,0.0,0.0,0.0,16160508.0,76154.312448,0.0
2022-01-01 11:00:00,15996333.2466091,0.0,0.0,0.0,15881944.0,114389.21088,0.0
2022-01-01 12:00:00,14962198.694630966,0.0,0.0,0.0,14842933.0,119265.499904,0.0
2022-01-01 13:00:00,13908722.404556777,0.0,0.0,0.0,13830896.0,77826.804736,0.0
2022-01-01 14:00:00,13885785.109078916,0.0,0.0,0.0,13838985.0,46799.675903999996,0.0
2022-01-01 15:00:00,16580070.040639998,0.0,0.0,0.0,16572851.0,7219.26016,0.0
2022-01-01 16:00:00,34266946.59848797,0.0,0.0,0.0,34248108.0,18838.285056,0.0
2022-01-01 17:00:00,52896131.727669105,0.0,0.0,0.0,52883316.0,12815.877887999999,0.0
2022-01-01 18:00:00,56915628.12618319,0.0,0.0,0.0,56915570.0,58.38592,0.0
2022-01-01 19:00:00,55416440.85681743,0.0,0.0,0.0,55416441.0,0.0,0.0
2022-01-01 20:00:00,54998808.000076935,0.0,0.0,0.0,54998808.0,0.0,0.0
2022-01-01 21:00:00,46210853.19185927,0.0,0.0,0.0,46210853.0,0.0,0.0
2022-01-01 22:00:00,34680484.748823084,0.0,0.0,0.0,34680485.0,0.0,0.0
2022-01-01 23:00:00,25883597.626737937,0.0,0.0,0.0,25883598.0,0.0,0.0
2022-01-02 00:00:00,20585280.957925368,0.0,0.0,0.0,20585281.0,0.0,0.0
2022-01-02 01:00:00,20337977.611743335,0.0,0.0,0.0,20337978.0,0.0,0.0
2022-01-02 02:00:00,20565000.276219193,0.0,0.0,0.0,20565000.0,0.0,0.0
2022-01-02 03:00:00,21209643.85796016,0.0,0.0,0.0,21209644.0,0.0,0.0
2022-01-02 04:00:00,25043372.54787065,0.0,0.0,0.0,25043373.0,0.0,0.0
2022-01-02 05:00:00,34214262.61913689,0.0,0.0,0.0,34214263.0,0.0,0.0
2022-01-02 06:00:00,44735877.715019494,0.0,0.0,0.0,44734958.0,919.268864,0.0
2022-01-02 07:00:00,42594312.81846193,0.0,0.0,0.0,42578172.0,16140.51456,0.0
2022-01-02 08:00:00,40390185.561707534,0.0,0.0,0.0,40355742.0,34443.601664,0.0
2022-01-02 09:00:00,34902636.46018771,0.0,0.0,0.0,34846388.0,56248.890624,0.0
2022-01-02 10:00:00,28954309.76002129,0.0,0.0,0.0,28888147.0,66162.773504,0.0
2022-01-02 11:00:00,28063893.93457506,0.0,0.0,0.0,28015221.0,48673.015552000004,0.0
2022-01-02 12:00:00,26109051.14366464,0.0,0.0,0.0,26045336.0,63715.277312,0.0
2022-01-02 13:00:00,25072681.09324212,0.0,0.0,0.0,25004382.0,68299.538944,0.0
2022-01-02 14:00:00,24940587.76438795,0.0,0.0,0.0,24877121.0,63466.585856000005,0.0
2022-01-02 15:00:00,27259619.10677329,0.0,0.0,0.0,27218335.0,41284.066304,0.0
2022-01-02 16:00:00,43949140.538367525,0.0,0.0,0.0,43908703.0,40437.1328,0.0
2022-01-02 17:00:00,57706570.745536685,0.0,0.0,0.0,57688442.0,18128.779263999997,0.0
2022-01-02 18:00:00,59677977.50917927,0.0,0.0,0.0,59676244.0,1733.638912,0.0
2022-01-02 19:00:00,57744842.8022333,0.0,0.0,0.0,57744843.0,0.0,0.0
2022-01-02 20:00:00,57116533.8339878,0.0,0.0,0.0,57116534.0,0.0,0.0
2022-01-02 21:00:00,47373081.701096416,0.0,0.0,0.0,47373082.0,0.0,0.0
2022-01-02 22:00:00,34547595.01577044,0.0,0.0,0.0,34547595.0,0.0,0.0
2022-01-02 23:00:00,23858788.18159665,0.0,0.0,0.0,23858788.0,0.0,0.0
2022-01-03 00:00:00,18117631.722351387,0.0,0.0,0.0,18117632.0,0.0,0.0
2022-01-03 01:00:00,17170626.597000346,0.0,0.0,0.0,17170627.0,0.0,0.0
2022-01-03 02:00:00,16804300.59928721,0.0,0.0,0.0,16804301.0,0.0,0.0
2022-01-03 03:00:00,16875589.609229982,0.0,0.0,0.0,16875590.0,0.0,0.0
2022-01-03 04:00:00,20252029.01010598,0.0,0.0,0.0,20252029.0,0.0,0.0
2022-01-03 05:00:00,29123969.13879141,0.0,0.0,0.0,29123969.0,0.0,0.0
2022-01-03 06:00:00,41527091.85109272,0.0,0.0,0.0,41526435.0,657.312768,0.0
2022-01-03 07:00:00,43035990.232673734,0.0,0.0,0.0,43020585.0,15405.575168000001,0.0
2022-01-03 08:00:00,40288782.171923794,0.0,0.0,0.0,40231944.0,56838.609408000004,0.0
2022-01-03 09:00:00,36642932.37637099,0.0,0.0,0.0,36557528.0,85404.60160000001,0.0
2022-01-03 10:00:00,31369274.056352075,0.0,0.0,0.0,31280492.0,88782.320384,0.0
2022-01-03 11:00:00,31048598.53601276,0.0,0.0,0.0,30969130.0,79468.96102399999,0.0
2022-01-03 12:00:00,30935863.264195036,0.0,0.0,0.0,30873075.0,62787.972608,0.0
2022-01-03 13:00:00,30296631.92493853,0.0,0.0,0.0,30253226.0,43406.050815999995,0.0
2022-01-03 14:00:00,29985207.17761669,0.0,0.0,0.0,29974678.0,10529.402368,0.0
2022-01-03 15:00:00,31833335.996816933,0.0,0.0,0.0,31825051.0,8284.836864,0.0
2022-01-03 16:00:00,49708308.692025535,0.0,0.0,0.0,49701675.0,6634.0336640000005,0.0
2022-01-03 17:00:00,63427762.156307474,0.0,0.0,0.0,63419928.0,7834.017536,0.0
2022-01-03 18:00:00,62571988.03880238,0.0,0.0,0.0,62571894.0,94.25689600000001,0.0
2022-01-03 19:00:00,59196138.95618977,0.0,0.0,0.0,59196139.0,0.0,0.0
2022-01-03 20:00:00,58147152.57030404,0.0,0.0,0.0,58147153.0,0.0,0.0
2022-01-03 21:00:00,47921999.42988492,0.0,0.0,0.0,47921999.0,0.0,0.0
2022-01-03 22:00:00,34278354.75317146,0.0,0.0,0.0,34278355.0,0.0,0.0
2022-01-03 23:00:00,23940164.38633648,0.0,0.0,0.0,23940164.0,0.0,0.0
2022-01-04 00:00:00,18204273.91644865,0.0,0.0,0.0,18204274.0,0.0,0.0
2022-01-04 01:00:00,17292386.044190887,0.0,0.0,0.0,17292386.0,0.0,0.0
2022-01-04 02:00:00,17177240.841933735,0.0,0.0,0.0,17177241.0,0.0,0.0
2022-01-04 03:00:00,17530320.385768004,0.0,0.0,0.0,17530320.0,0.0,0.0
2022-01-04 04:00:00,21643538.149484325,0.0,0.0,0.0,21643538.0,0.0,0.0
2022-01-04 05:00:00,31086943.11343167,0.0,0.0,0.0,31086943.0,0.0,0.0
2022-01-04 06:00:00,44639202.8832282,0.0,0.0,0.0,44639160.0,43.143936000000004,0.0
2022-01-04 07:00:00,46785839.28436224,0.0,0.0,0.0,46775791.0,10048.320256,0.0
2022-01-04 08:00:00,44139734.77623896,0.0,0.0,0.0,44103961.0,35773.386752,0.0
2022-01-04 09:00:00,40028483.19071537,0.0,0.0,0.0,39966249.0,62234.328064,0.0
2022-01-04 10:00:00,34032936.251815215,0.0,0.0,0.0,33927717.0,105219.718656,0.0
2022-01-04 11:00:00,33941585.887708545,0.0,0.0,0.0,33818234.0,123351.88275199999,0.0
2022-01-04 12:00:00,32157791.080388166,0.0,0.0,0.0,32083803.0,73988.273408,0.0
2022-01-04 13:00:00,31887687.30361171,0.0,0.0,0.0,31815122.0,72565.43744,0.0
2022-01-04 14:00:00,31325058.19477277,0.0,0.0,0.0,31291028.0,34030.406144,0.0
2022-01-04 15:00:00,33682764.61789176,0.0,0.0,0.0,33674722.0,8042.204672000001,0.0
2022-01-04 16:00:00,52417021.86164715,0.0,0.0,0.0,52411719.0,5302.661632,0.0
2022-01-04 17:00:00,66631478.32552796,0.0,0.0,0.0,66629211.0,2267.1723519999996,0.0
2022-01-04 18:00:00,66248080.12255223,0.0,0.0,0.0,66247991.0,89.010432,0.0
2022-01-04 19:00:00,64115004.31793397,0.0,0.0,0.0,64115004.0,0.0,0.0
2022-01-04 20:00:00,62704587.67011591,0.0,0.0,0.0,62704588.0,0.0,0.0
2022-01-04 21:00:00,52518590.961606085,0.0,0.0,0.0,52518591.0,0.0,0.0
2022-01-04 22:00:00,38689510.16744822,0.0,0.0,0.0,38689510.0,0.0,0.0
2022-01-04 23:00:00,28762033.910124738,0.0,0.0,0.0,28762034.0,0.0,0.0
2022-01-05 00:00:00,23165159.0196752,0.0,0.0,0.0,23165159.0,0.0,0.0
2022-01-05 01:00:00,22332652.625640746,0.0,0.0,0.0,22332653.0,0.0,0.0
2022-01-05 02:00:00,22236600.220357925,0.0,0.0,0.0,22236600.0,0.0,0.0
2022-01-05 03:00:00,22294865.840661123,0.0,0.0,0.0,22294866.0,0.0,0.0
2022-01-05 04:00:00,26046151.882600192,0.0,0.0,0.0,26046152.0,0.0,0.0
2022-01-05 05:00:00,35141896.55897659,0.0,0.0,0.0,35141897.0,0.0,0.0
2022-01-05 06:00:00,47641370.207351506,0.0,0.0,0.0,47641300.0,70.22950399999999,0.0
2022-01-05 07:00:00,49494087.91140528,0.0,0.0,0.0,49484231.0,9857.006847999999,0.0
2022-01-05 08:00:00,47968226.74037166,0.0,0.0,0.0,47945416.0,22811.05664,0.0
2022-01-05 09:00:00,43486384.732303634,0.0,0.0,0.0,43453547.0,32837.777408,0.0
2022-01-05 10:00:00,38442541.21616506,0.0,0.0,0.0,38399728.0,42813.281279999996,0.0
2022-01-05 11:00:00,37547646.33776849,0.0,0.0,0.0,37499399.0,48247.47264,0.0
2022-01-05 12:00:00,35171989.294384636,0.0,0.0,0.0,35120744.0,51245.230592,0.0
2022-01-05 13:00:00,33942377.32910035,0.0,0.0,0.0,33893323.0,49054.640640000005,0.0
2022-01-05 14:00:00,33393714.08338214,0.0,0.0,0.0,33347753.0,45960.800768,0.0
2022-01-05 15:00:00,35121314.9653565,0.0,0.0,0.0,35084545.0,36770.25792,0.0
2022-01-05 16:00:00,52332854.76306851,0.0,0.0,0.0,52310529.0,22325.945344,0.0
2022-01-05 17:00:00,67200556.9395941,0.0,0.0,0.0,67189966.0,10591.407104,0.0
2022-01-05 18:00:00,67592365.57640785,0.0,0.0,0.0,67592252.0,113.11078400000001,0.0
2022-01-05 19:00:00,66120146.521991454,0.0,0.0,0.0,66120147.0,0.0,0.0
2022-01-05 20:00:00,64242220.111895606,0.0,0.0,0.0,64242220.0,0.0,0.0
2022-01-05 21:00:00,53893954.48973895,0.0,0.0,0.0,53893954.0,0.0,0.0
2022-01-05 22:00:00,40417076.80005464,0.0,0.0,0.0,40417077.0,0.0,0.0
2022-01-05 23:00:00,30705825.758069783,0.0,0.0,0.0,30705826.0,0.0,0.0
2022-01-06 00:00:00,24915530.722198844,0.0,0.0,0.0,24915531.0,0.0,0.0
2022-01-06 01:00:00,24058580.637539987,0.0,0.0,0.0,24058581.0,0.0,0.0
2022-01-06 02:00:00,24026111.742408168,0.0,0.0,0.0,24026112.0,0.0,0.0
2022-01-06 03:00:00,24674491.29926707,0.0,0.0,0.0,24674491.0,0.0,0.0
2022-01-06 04:00:00,28584293.66735233,0.0,0.0,0.0,28584294.0,0.0,0.0
2022-01-06 05:00:00,37347069.563417375,0.0,0.0,0.0,37347070.0,0.0,0.0
2022-01-06 06:00:00,49572816.81175208,0.0,0.0,0.0,49572692.0,124.865792,0.0
2022-01-06 07:00:00,50702487.46137519,0.0,0.0,0.0,50690848.0,11639.630847999999,0.0
2022-01-06 08:00:00,48459396.01139019,0.0,0.0,0.0,48434037.0,25358.693376000003,0.0
2022-01-06 09:00:00,42845721.39212784,0.0,0.0,0.0,42802976.0,42745.620992,0.0
2022-01-06 10:00:00,36975387.71318331,0.0,0.0,0.0,36923575.0,51813.039103999996,0.0
2022-01-06 11:00:00,36328915.533380225,0.0,0.0,0.0,36267525.0,61390.933504,0.0
2022-01-06 12:00:00,34857962.11808685,0.0,0.0,0.0,34795017.0,62945.445376,0.0
2022-01-06 13:00:00,33154536.242867433,0.0,0.0,0.0,33091914.0,62622.625024,0.0
2022-01-06 14:00:00,31867349.98841608,0.0,0.0,0.0,31816915.0,50434.531328,0.0
2022-01-06 15:00:00,33486941.492183723,0.0,0.0,0.0,33444271.0,42670.578176,0.0
2022-01-06 16:00:00,50211154.31262313,0.0,0.0,0.0,50185644.0,25510.140671999998,0.0
2022-01-06 17:00:00,64120373.35168034,0.0,0.0,0.0,64108817.0,11556.732415999999,0.0
2022-01-06 18:00:00,64637677.41080256,0.0,0.0,0.0,64637569.0,108.13952,0.0
2022-01-06 19:00:00,62564029.16539204,0.0,0.0,0.0,62564029.0,0.0,0.0
2022-01-06 20:00:00,62156003.42788883,0.0,0.0,0.0,62156003.0,0.0,0.0
2022-01-06 21:00:00,51395634.17749793,0.0,0.0,0.0,51395634.0,0.0,0.0
2022-01-06 22:00:00,37700322.976026475,0.0,0.0,0.0,37700323.0,0.0,0.0
2022-01-06 23:00:00,28078666.82753325,0.0,0.0,0.0,28078667.0,0.0,0.0
2022-01-07 00:00:00,22426425.891333338,0.0,0.0,0.0,22426426.0,0.0,0.0
2022-01-07 01:00:00,21765492.32648492,0.0,0.0,0.0,21765492.0,0.0,0.0
2022-01-07 02:00:00,21200375.23052861,0.0,0.0,0.0,21200375.0,0.0,0.0
2022-01-07 03:00:00,21101586.02958636,0.0,0.0,0.0,21101586.0,0.0,0.0
2022-01-07 04:00:00,24875110.942540508,0.0,0.0,0.0,24875111.0,0.0,0.0
2022-01-07 05:00:00,32860043.58033,0.0,0.0,0.0,32860044.0,0.0,0.0
2022-01-07 06:00:00,42272946.41068861,0.0,0.0,0.0,42272405.0,541.058304,0.0
2022-01-07 07:00:00,38586023.730816744,0.0,0.0,0.0,38571467.0,14557.172736,0.0
2022-01-07 08:00:00,30910074.813897066,0.0,0.0,0.0,30859043.0,51031.445247999996,0.0
2022-01-07 09:00:00,25910542.67445808,0.0,0.0,0.0,25826520.0,84022.39846400001,0.0
2022-01-07 10:00:00,20845194.05113956,0.0,0.0,0.0,20739318.0,105875.749888,0.0
2022-01-07 11:00:00,20523153.609809726,0.0,0.0,0.0,20407056.0,116097.554688,0.0
2022-01-07 12:00:00,19952627.75174246,0.0,0.0,0.0,19831536.0,121091.359488,0.0
2022-01-07 13:00:00,19200997.4542323,0.0,0.0,0.0,19082564.0,118433.74208,0.0
2022-01-07 14:00:00,19465881.11407069,0.0,0.0,0.0,19358471.0,107409.7344,0.0
2022-01-07 15:00:00,22060685.430471282,0.0,0.0,0.0,21976286.0,84399.070208,0.0
2022-01-07 16:00:00,38384258.334999524,0.0,0.0,0.0,38329947.0,54310.988288,0.0
2022-01-07 17:00:00,56003011.77571537,0.0,0.0,0.0,55983941.0,19070.656256,0.0
2022-01-07 18:00:00,58607302.08274267,0.0,0.0,0.0,58605648.0,1653.77664,0.0
2022-01-07 19:00:00,56889612.792250976,0.0,0.0,0.0,56889613.0,0.0,0.0
2022-01-07 20:00:00,56165591.156094074,0.0,0.0,0.0,56165591.0,0.0,0.0
2022-01-07 21:00:00,46825132.21660781,0.0,0.0,0.0,46825132.0,0.0,0.0
2022-01-07 22:00:00,34281092.79439657,0.0,0.0,0.0,34281093.0,0.0,0.0
2022-01-07 23:00:00,24177170.444628663,0.0,0.0,0.0,24177170.0,0.0,0.0
2022-01-08 00:00:00,18292337.654431663,0.0,0.0,0.0,18292338.0,0.0,0.0
2022-01-08 01:00:00,17312064.994942494,0.0,0.0,0.0,17312065.0,0.0,0.0
2022-01-08 02:00:00,16674895.64597563,0.0,0.0,0.0,16674896.0,0.0,0.0
2022-01-08 03:00:00,16475127.787764527,0.0,0.0,0.0,16475128.0,0.0,0.0
2022-01-08 04:00:00,19994177.07636067,0.0,0.0,0.0,19994177.0,0.0,0.0
2022-01-08 05:00:00,27760962.793678407,0.0,0.0,0.0,27760963.0,0.0,0.0
2022-01-08 06:00:00,36706117.4307029,0.0,0.0,0.0,36706102.0,15.6944896,0.0
2022-01-08 07:00:00,33766432.01797097,0.0,0.0,0.0,33758245.0,8187.418879999999,0.0
2022-01-08 08:00:00,26798861.53793098,0.0,0.0,0.0,26780278.0,18583.43552,0.0
2022-01-08 09:00:00,22409824.52473972,0.0,0.0,0.0,22380472.0,29352.82432,0.0
2022-01-08 10:00:00,17979169.202746104,0.0,0.0,0.0,17942307.0,36861.757696,0.0
2022-01-08 11:00:00,18607691.714407682,0.0,0.0,0.0,18567273.0,40418.371072,0.0
2022-01-08 12:00:00,18472818.005314395,0.0,0.0,0.0,18428520.0,44297.66016,0.0
2022-01-08 13:00:00,17867734.086345725,0.0,0.0,0.0,17823518.0,44216.0704,0.0
2022-01-08 14:00:00,18361885.191284258,0.0,0.0,0.0,18322865.0,39019.960832000004,0.0
2022-01-08 15:00:00,21190755.8677794,0.0,0.0,0.0,21158539.0,32216.433664,0.0
2022-01-08 16:00:00,36683760.53492632,0.0,0.0,0.0,36662911.0,20849.666048,0.0
2022-01-08 17:00:00,57866595.40180915,0.0,0.0,0.0,57857794.0,8801.882880000001,0.0
2022-01-08 18:00:00,62061504.50990448,0.0,0.0,0.0,62061374.0,130.29760000000002,0.0
2022-01-08 19:00:00,60658773.223158725,0.0,0.0,0.0,60658773.0,0.0,0.0
2022-01-08 20:00:00,60929631.937695205,0.0,0.0,0.0,60929632.0,0.0,0.0
2022-01-08 21:00:00,52505350.09985618,0.0,0.0,0.0,52505350.0,0.0,0.0
2022-01-08 22:00:00,41160821.2985697,0.0,0.0,0.0,41160821.0,0.0,0.0
2022-01-08 23:00:00,31962402.487980165,0.0,0.0,0.0,31962402.0,0.0,0.0
2022-01-09 00:00:00,26214235.366968703,0.0,0.0,0.0,26214235.0,0.0,0.0
2022-01-09 01:00:00,25415497.756557018,0.0,0.0,0.0,25415498.0,0.0,0.0
2022-01-09 02:00:00,25125136.966664907,0.0,0.0,0.0,25125137.0,0.0,0.0
2022-01-09 03:00:00,25521495.772882883,0.0,0.0,0.0,25521496.0,0.0,0.0
2022-01-09 04:00:00,29782839.46778454,0.0,0.0,0.0,29782839.0,0.0,0.0
2022-01-09 05:00:00,39504743.61709486,0.0,0.0,0.0,39504744.0,0.0,0.0
2022-01-09 06:00:00,51285333.219957314,0.0,0.0,0.0,51285330.0,3.6802304,0.0
2022-01-09 07:00:00,52383444.47064345,0.0,0.0,0.0,52376073.0,7371.77344,0.0
2022-01-09 08:00:00,49792809.63602721,0.0,0.0,0.0,49780060.0,12749.575168,0.0
2022-01-09 09:00:00,46204359.42541858,0.0,0.0,0.0,46180603.0,23755.947264,0.0
2022-01-09 10:00:00,40416145.2924384,0.0,0.0,0.0,40384020.0,32125.73056,0.0
2022-01-09 11:00:00,39601758.435231164,0.0,0.0,0.0,39567697.0,34061.042944,0.0
2022-01-09 12:00:00,37664688.4635822,0.0,0.0,0.0,37631133.0,33555.773440000004,0.0
2022-01-09 13:00:00,37488322.53004392,0.0,0.0,0.0,37456762.0,31560.302848,0.0
2022-01-09 14:00:00,36815565.320215374,0.0,0.0,0.0,36785648.0,29917.628928,0.0
2022-01-09 15:00:00,38625927.44012362,0.0,0.0,0.0,38597190.0,28737.578240000003,0.0
2022-01-09 16:00:00,54002144.841051534,0.0,0.0,0.0,53982825.0,19319.781376000003,0.0
2022-01-09 17:00:00,70110056.02059178,0.0,0.0,0.0,70100384.0,9672.27136,0.0
2022-01-09 18:00:00,70570467.52661355,0.0,0.0,0.0,70570187.0,280.574208,0.0
2022-01-09 19:00:00,67765873.2427362,0.0,0.0,0.0,67765873.0,0.0,0.0
2022-01-09 20:00:00,66477777.60168802,0.0,0.0,0.0,66477778.0,0.0,0.0
2022-01-09 21:00:00,56815483.59155986,0.0,0.0,0.0,56815484.0,0.0,0.0
2022-01-09 22:00:00,43254883.29377239,0.0,0.0,0.0,43254883.0,0.0,0.0
2022-01-09 23:00:00,33505595.41270014,0.0,0.0,0.0,33505595.0,0.0,0.0
2022-01-10 00:00:00,27271031.053626925,0.0,0.0,0.0,27271031.0,0.0,0.0
2022-01-10 01:00:00,28138170.674603343,0.0,0.0,0.0,28138171.0,0.0,0.0
2022-01-10 02:00:00,29153358.482976824,0.0,0.0,0.0,29153358.0,0.0,0.0
2022-01-10 03:00:00,29832267.53274874,0.0,0.0,0.0,29832268.0,0.0,0.0
2022-01-10 04:00:00,33284317.040791612,0.0,0.0,0.0,33284317.0,0.0,0.0
2022-01-10 05:00:00,40976454.04762768,0.0,0.0,0.0,40976454.0,0.0,0.0
2022-01-10 06:00:00,51393960.80715454,0.0,0.0,0.0,51393894.0,66.953728,0.0
2022-01-10 07:00:00,51979061.70548372,0.0,0.0,0.0,51963434.0,15627.444223999999,0.0
2022-01-10 08:00:00,48773789.06885954,0.0,0.0,0.0,48736588.0,37201.074176,0.0
2022-01-10 09:00:00,44214718.29486122,0.0,0.0,0.0,44148575.0,66142.91404799999,0.0
2022-01-10 10:00:00,37830396.36762411,0.0,0.0,0.0,37760149.0,70247.234304,0.0
2022-01-10 11:00:00,36380557.767976835,0.0,0.0,0.0,36325678.0,54879.328,0.0
2022-01-10 12:00:00,35033194.622141056,0.0,0.0,0.0,34961961.0,71233.51552,0.0
2022-01-10 13:00:00,34602009.82351822,0.0,0.0,0.0,34493532.0,108477.984256,0.0
2022-01-10 14:00:00,33818209.161667,0.0,0.0,0.0,33715394.0,102815.031296,0.0
2022-01-10 15:00:00,35542195.593105756,0.0,0.0,0.0,35444452.0,97743.74988799999,0.0
2022-01-10 16:00:00,52124759.5389259,0.0,0.0,0.0,52062785.0,61974.425856,0.0
2022-01-10 17:00:00,68404408.69039872,0.0,0.0,0.0,68382644.0,21764.312575999997,0.0
2022-01-10 18:00:00,68296053.38480254,0.0,0.0,0.0,68293790.0,2263.5519999999997,0.0
2022-01-10 19:00:00,66013365.22994204,0.0,0.0,0.0,66013365.0,0.0,0.0
2022-01-10 20:00:00,64838738.41418646,0.0,0.0,0.0,64838738.0,0.0,0.0
2022-01-10 21:00:00,54230731.17831436,0.0,0.0,0.0,54230731.0,0.0,0.0
2022-01-10 22:00:00,41130839.863771014,0.0,0.0,0.0,41130840.0,0.0,0.0
2022-01-10 23:00:00,31313239.12861349,0.0,0.0,0.0,31313239.0,0.0,0.0
2022-01-11 00:00:00,23858028.258039657,0.0,0.0,0.0,23858028.0,0.0,0.0
2022-01-11 01:00:00,22791043.753845334,0.0,0.0,0.0,22791044.0,0.0,0.0
2022-01-11 02:00:00,22520858.59911301,0.0,0.0,0.0,22520859.0,0.0,0.0
2022-01-11 03:00:00,22491597.126856342,0.0,0.0,0.0,22491597.0,0.0,0.0
2022-01-11 04:00:00,26188660.147581294,0.0,0.0,0.0,26188660.0,0.0,0.0
2022-01-11 05:00:00,35204631.707872614,0.0,0.0,0.0,35204632.0,0.0,0.0
2022-01-11 06:00:00,47489229.69861667,0.0,0.0,0.0,47489226.0,3.2574976,0.0
2022-01-11 07:00:00,48982151.99116374,0.0,0.0,0.0,48968034.0,14117.549824,0.0
2022-01-11 08:00:00,45910588.90052338,0.0,0.0,0.0,45865937.0,44651.69152,0.0
2022-01-11 09:00:00,41802858.63194848,0.0,0.0,0.0,41726285.0,76573.23443200001,0.0
2022-01-11 10:00:00,36665974.45146884,0.0,0.0,0.0,36550065.0,115909.09363199999,0.0
2022-01-11 11:00:00,35184108.31680019,0.0,0.0,0.0,35126772.0,57335.859456,0.0
2022-01-11 12:00:00,34284107.63604596,0.0,0.0,0.0,34238513.0,45594.757888,0.0
2022-01-11 13:00:00,32531757.81585421,0.0,0.0,0.0,32447991.0,83766.78912,0.0
2022-01-11 14:00:00,31737036.9612337,0.0,0.0,0.0,31647100.0,89937.26566399999,0.0
2022-01-11 15:00:00,32657815.008102283,0.0,0.0,0.0,32593824.0,63990.64832,0.0
2022-01-11 16:00:00,47924874.98338009,0.0,0.0,0.0,47887171.0,37703.913984000006,0.0
2022-01-11 17:00:00,63544607.29098738,0.0,0.0,0.0,63526437.0,18170.144512,0.0
2022-01-11 18:00:00,63261727.59807994,0.0,0.0,0.0,63261573.0,154.679808,0.0
2022-01-11 19:00:00,60987721.70297913,0.0,0.0,0.0,60987722.0,0.0,0.0
2022-01-11 20:00:00,59652377.16527542,0.0,0.0,0.0,59652377.0,0.0,0.0
2022-01-11 21:00:00,49150901.16734497,0.0,0.0,0.0,49150901.0,0.0,0.0
2022-01-11 22:00:00,35604002.48837424,0.0,0.0,0.0,35604002.0,0.0,0.0
2022-01-11 23:00:00,25711894.62648908,0.0,0.0,0.0,25711895.0,0.0,0.0
2022-01-12 00:00:00,18976666.216790423,0.0,0.0,0.0,18976666.0,0.0,0.0
2022-01-12 01:00:00,18811555.464472044,0.0,0.0,0.0,18811555.0,0.0,0.0
2022-01-12 02:00:00,18740621.555183433,0.0,0.0,0.0,18740622.0,0.0,0.0
2022-01-12 03:00:00,19254395.25490474,0.0,0.0,0.0,19254395.0,0.0,0.0
2022-01-12 04:00:00,23136369.63409448,0.0,0.0,0.0,23136370.0,0.0,0.0
2022-01-12 05:00:00,32816857.211122755,0.0,0.0,0.0,32816857.0,0.0,0.0
2022-01-12 06:00:00,44884624.77873441,0.0,0.0,0.0,44884625.0,0.0,0.0
2022-01-12 07:00:00,45937263.7773049,0.0,0.0,0.0,45922597.0,14666.64448,0.0
2022-01-12 08:00:00,44476573.84179428,0.0,0.0,0.0,44435204.0,41370.265600000006,0.0
2022-01-12 09:00:00,38992889.244917825,0.0,0.0,0.0,38969497.0,23392.511744,0.0
2022-01-12 10:00:00,33920639.54494006,0.0,0.0,0.0,33909567.0,11072.266495999998,0.0
2022-01-12 11:00:00,33775809.47432786,0.0,0.0,0.0,33763220.0,12589.554688,0.0
2022-01-12 12:00:00,34258533.09832988,0.0,0.0,0.0,34199408.0,59125.261824,0.0
2022-01-12 13:00:00,33189885.458778217,0.0,0.0,0.0,33096964.0,92921.92972799999,0.0
2022-01-12 14:00:00,33162663.656315736,0.0,0.0,0.0,33073176.0,89487.50771199999,0.0
2022-01-12 15:00:00,34394203.584611736,0.0,0.0,0.0,34330969.0,63234.214911999996,0.0
2022-01-12 16:00:00,49537227.5579164,0.0,0.0,0.0,49483454.0,53773.937408000005,0.0
2022-01-12 17:00:00,65536689.27122107,0.0,0.0,0.0,65514083.0,22605.955072,0.0
2022-01-12 18:00:00,65015305.47791307,0.0,0.0,0.0,65011961.0,3344.623872,0.0
2022-01-12 19:00:00,62231488.56015009,0.0,0.0,0.0,62231489.0,0.0,0.0
2022-01-12 20:00:00,61648578.76960496,0.0,0.0,0.0,61648579.0,0.0,0.0
2022-01-12 21:00:00,52195216.198573045,0.0,0.0,0.0,52195216.0,0.0,0.0
